passID,timestamp,stationRef,vehicleRef,charge,stationAbbr,stationFK,vehicle,vehicleFK,homeCompany,passType
RNE8089563,23/5/2019 22:55,KO04,QW79CHL42244,2.8,KO04,39,QW79CHL42244,4,KO,home
WTC2531668,23/5/2019 23:08,OO12,TZ48CCW54765,2.2,OO12,83,TZ48CCW54765,29,EG,away
DWG4818003,24/5/2019 00:01,KO04,FL13UMN92207,1.0,KO04,39,FL13UMN92207,62,KO,home
HPD3564837,24/5/2019 02:32,EG01,EC02LZC49528,2.8,EG01,23,EC02LZC49528,31,EG,home
OOU9652540,24/5/2019 02:57,GF00,XF28DGK65250,2.0,GF00,21,XF28DGK65250,27,GF,home
YMH1343350,24/5/2019 03:00,AO19,MX39VOS38645,2.8,AO19,20,MX39VOS38645,70,AO,home
CZC5037924,24/5/2019 03:34,OO12,IX01MVL33676,1.0,OO12,83,IX01MVL33676,77,KO,away
TJP4272792,24/5/2019 04:02,NE01,NY14GZR94632,2.8,NE01,55,NY14GZR94632,19,NE,home
KXM0133084,24/5/2019 05:12,OO05,EE22TMX10817,2.0,OO05,76,EE22TMX10817,36,OO,home
OGA7411863,24/5/2019 05:34,NE13,BZ76ROL87339,1.5,NE13,67,BZ76ROL87339,39,AO,away
NHE7524477,24/5/2019 05:58,EG11,XE59BZM26378,2.5,EG11,33,XE59BZM26378,60,EG,home
LQO7739713,24/5/2019 07:05,GF00,MP14WFM40909,2.8,GF00,21,MP14WFM40909,41,GF,home
NTQ3387751,24/5/2019 07:08,GF00,QN12NTR81378,2.8,GF00,21,QN12NTR81378,34,GF,home
JTW5781015,24/5/2019 08:38,OO02,AT19HLV57173,2.8,OO02,73,AT19HLV57173,45,OO,home
JGY1211234,24/5/2019 08:50,EG04,JO50FSF60755,1.5,EG04,26,JO50FSF60755,56,KO,away
QAN2461065,24/5/2019 09:11,NE06,BM25PHF40639,1.25,NE06,60,BM25PHF40639,7,AO,away
GQV7222474,24/5/2019 10:03,KO06,WY00MLL63827,1.0,KO06,41,WY00MLL63827,79,KO,home
GWD2710785,24/5/2019 10:17,AO02,EC02LZC49528,2.8,AO02,3,EC02LZC49528,31,EG,away
DOJ3358062,24/5/2019 10:17,OO02,YH66OKD41942,3.1,OO02,73,YH66OKD41942,75,KO,away
TRB1680709,24/5/2019 10:31,KO02,HW75BKT77773,2.2,KO02,37,HW75BKT77773,93,KO,home
UJR5683753,24/5/2019 10:53,MR00,KF48RSD79865,2.8,MR00,45,KF48RSD79865,28,MR,home
SHN6693142,24/5/2019 11:09,EG07,XE59BZM26378,2.5,EG07,29,XE59BZM26378,60,EG,home
MSO6912733,24/5/2019 11:25,MR01,QO68DIC93032,2.5,MR01,46,QO68DIC93032,50,MR,home
ZGB1153583,24/5/2019 12:54,NE16,XF28DGK65250,2.8,NE16,70,XF28DGK65250,27,GF,away
HJK4531028,24/5/2019 13:04,GF00,UF84JOS00561,2.8,GF00,21,UF84JOS00561,52,GF,home
IGR1759523,24/5/2019 13:27,GF00,YX66XYW62640,3.1,GF00,21,YX66XYW62640,91,GF,home
JHY5600276,24/5/2019 13:37,MR08,EV77EDV52985,1.0,MR08,53,EV77EDV52985,32,NE,away
VYY7834473,24/5/2019 14:47,GF00,MP14WFM40909,2.8,GF00,21,MP14WFM40909,41,GF,home
DCI0214569,24/5/2019 15:28,OO03,EM54HQI58682,2.8,OO03,74,EM54HQI58682,81,OO,home
HXE0521202,24/5/2019 15:34,EG06,IN99SEN20660,2.8,EG06,28,IN99SEN20660,80,EG,home
RQO3138345,24/5/2019 16:49,GF00,MA30QLI76818,2.5,GF00,21,MA30QLI76818,26,GF,home
LOY4029766,24/5/2019 17:57,EG11,EC02LZC49528,2.8,EG11,33,EC02LZC49528,31,EG,home
MGL5629065,24/5/2019 18:09,EG10,VL67TFO75321,13.0,EG10,32,VL67TFO75321,14,EG,home
NZT9751760,24/5/2019 18:52,OO00,XV40HUQ04740,1.0,OO00,71,XV40HUQ04740,8,OO,home
DDG5805858,24/5/2019 20:16,AO08,DP11ENT03275,3.1,AO08,9,DP11ENT03275,98,AO,home
TMG0449750,24/5/2019 21:20,MR05,XV91YMP27722,2.5,MR05,50,XV91YMP27722,53,MR,home
SFK7777373,24/5/2019 21:43,KO04,KB55KTM48860,2.5,KO04,39,KB55KTM48860,94,KO,home
VYF2409631,24/5/2019 21:51,NE15,MA30QLI76818,3.1,NE15,69,MA30QLI76818,26,GF,away
MKA6830864,24/5/2019 22:38,AO16,OY94SZK34436,2.8,AO16,17,OY94SZK34436,67,NE,away
LUJ9254620,25/5/2019 00:08,AO12,MX39VOS38645,2.8,AO12,13,MX39VOS38645,70,AO,home
RDP5327412,25/5/2019 01:49,EG10,IN99SEN20660,2.8,EG10,32,IN99SEN20660,80,EG,home
MGK2810478,25/5/2019 02:35,EG06,EC02LZC49528,2.8,EG06,28,EC02LZC49528,31,EG,home
ILI9959740,25/5/2019 04:05,OO10,JF94VYA88954,2.8,OO10,81,JF94VYA88954,89,OO,home
WXB5322785,25/5/2019 04:27,NE13,IA29IQS63679,1.0,NE13,67,IA29IQS63679,86,NE,home
QAA0707018,25/5/2019 06:15,GF00,KW50MJG67260,2.2,GF00,21,KW50MJG67260,3,GF,home
ONY0318603,25/5/2019 06:16,OO05,LC72NRN52084,3.1,OO05,76,LC72NRN52084,95,OO,home
TTZ9051732,25/5/2019 06:27,EG12,XE59BZM26378,2.5,EG12,34,XE59BZM26378,60,EG,home
EGC2012140,25/5/2019 07:09,MR03,HE38BQH01623,2.8,MR03,48,HE38BQH01623,54,MR,home
OET0300788,25/5/2019 07:32,EG08,XE59BZM26378,2.5,EG08,30,XE59BZM26378,60,EG,home
CXP8564637,25/5/2019 07:33,AO16,IX01MVL33676,2.8,AO16,17,IX01MVL33676,77,KO,away
NTH2824588,25/5/2019 08:26,KO01,DO24BCW15511,1.25,KO01,36,DO24BCW15511,5,KO,home
NFG7441933,25/5/2019 09:25,GF00,UF84JOS00561,2.8,GF00,21,UF84JOS00561,52,GF,home
PDA5528625,25/5/2019 10:06,EG00,IW53OQE31439,2.8,EG00,22,IW53OQE31439,33,EG,home
SHZ3483334,25/5/2019 10:56,NE13,QP02SYE47964,2.8,NE13,67,QP02SYE47964,46,NE,home
SPE5497788,25/5/2019 12:00,OO01,EN26OAB52983,2.5,OO01,72,EN26OAB52983,10,GF,away
IZC7161985,25/5/2019 12:03,GF00,KW50MJG67260,2.2,GF00,21,KW50MJG67260,3,GF,home
ECC7785021,25/5/2019 13:29,MR03,QH15HWX24570,3.1,MR03,48,QH15HWX24570,23,MR,home
WMF0455285,25/5/2019 13:30,OO01,AY38OQF67603,2.8,OO01,72,AY38OQF67603,22,OO,home
YTG8056770,25/5/2019 13:42,KO07,ED51EWW52190,2.8,KO07,42,ED51EWW52190,13,KO,home
GNT3282417,25/5/2019 13:54,AO13,BM25PHF40639,13.0,AO13,14,BM25PHF40639,7,AO,home
DWR7353718,25/5/2019 13:54,AO19,BM25PHF40639,13.0,AO19,20,BM25PHF40639,7,AO,home
WIA5306412,25/5/2019 16:48,GF00,WU78BMX13511,1.0,GF00,21,WU78BMX13511,78,GF,home
LVA3329699,25/5/2019 18:06,OO01,JF94VYA88954,2.8,OO01,72,JF94VYA88954,89,OO,home
BJF9509256,25/5/2019 18:20,EG09,XE59BZM26378,2.5,EG09,31,XE59BZM26378,60,EG,home
RIQ1660514,25/5/2019 19:04,EG09,CM15YCB60994,2.0,EG09,31,CM15YCB60994,97,EG,home
TZM0685151,25/5/2019 19:27,KO04,MQ65WJJ60020,1.5,KO04,39,MQ65WJJ60020,11,KO,home
SXK9526825,25/5/2019 19:38,NE13,NZ35XLQ89678,1.5,NE13,67,NZ35XLQ89678,44,NE,home
JWY0618969,25/5/2019 19:40,KO04,ED51EWW52190,2.8,KO04,39,ED51EWW52190,13,KO,home
BEO6860484,25/5/2019 20:23,OO08,AT19HLV57173,2.8,OO08,79,AT19HLV57173,45,OO,home
EDV5752979,25/5/2019 21:34,NE12,IA29IQS63679,1.0,NE12,66,IA29IQS63679,86,NE,home
KPT3277108,25/5/2019 22:05,GF00,CK97FAU13897,2.5,GF00,21,CK97FAU13897,82,GF,home
ATA5146753,25/5/2019 22:31,OO07,EM54HQI58682,2.8,OO07,78,EM54HQI58682,81,OO,home
YOF6446058,25/5/2019 22:40,MR08,VX68BAR38623,2.2,MR08,53,VX68BAR38623,9,NE,away
YGB8502620,25/5/2019 22:52,MR01,QH15HWX24570,3.1,MR01,46,QH15HWX24570,23,MR,home
BZH1934848,25/5/2019 23:44,MR06,SY96JDQ97089,2.2,MR06,51,SY96JDQ97089,37,AO,away
UYE6825696,26/5/2019 00:45,MR01,HE38BQH01623,2.8,MR01,46,HE38BQH01623,54,MR,home
ZDX1024376,26/5/2019 02:11,MR02,HE38BQH01623,2.8,MR02,47,HE38BQH01623,54,MR,home
XPW4576884,26/5/2019 02:46,NE01,JV67MTI17124,2.5,NE01,55,JV67MTI17124,71,NE,home
RNV7591720,26/5/2019 03:20,EG07,PF04UCA93312,2.5,EG07,29,PF04UCA93312,48,GF,away
LXX8605275,26/5/2019 04:13,AO14,YL27IFD65117,2.0,AO14,15,YL27IFD65117,30,AO,home
VXZ6857301,26/5/2019 04:32,GF00,WU78BMX13511,1.0,GF00,21,WU78BMX13511,78,GF,home
CLR6266589,26/5/2019 05:12,NE06,JE65QJK64802,1.5,NE06,60,JE65QJK64802,90,GF,away
LQG2917648,26/5/2019 06:07,OO10,QR03XCJ37459,2.8,OO10,81,QR03XCJ37459,87,OO,home
EDG7182468,26/5/2019 06:22,AO14,HT62RDI04611,2.8,AO14,15,HT62RDI04611,15,AO,home
GJW5649577,26/5/2019 06:29,OO11,EM54HQI58682,2.8,OO11,82,EM54HQI58682,81,OO,home
SSA8081480,26/5/2019 08:08,GF00,HT62RDI04611,13.0,GF00,21,HT62RDI04611,15,AO,away
WIJ4008129,26/5/2019 08:40,GF00,CP56DAO45598,2.8,GF00,21,CP56DAO45598,42,GF,home
INM0657444,26/5/2019 11:08,NE09,NZ35XLQ89678,1.5,NE09,63,NZ35XLQ89678,44,NE,home
CWK7333520,26/5/2019 11:34,NE01,EV77EDV52985,1.0,NE01,55,EV77EDV52985,32,NE,home
ONM3238749,26/5/2019 12:35,NE12,EM54HQI58682,3.1,NE12,66,EM54HQI58682,81,OO,away
LGP8098189,26/5/2019 12:49,NE07,AY38OQF67603,1.0,NE07,61,AY38OQF67603,22,OO,away
PQW1080436,26/5/2019 13:33,MR03,HE38BQH01623,2.8,MR03,48,HE38BQH01623,54,MR,home
UPJ8065628,26/5/2019 14:30,EG12,KW50MJG67260,2.5,EG12,34,KW50MJG67260,3,GF,away
RWL4654800,26/5/2019 15:51,NE04,QP02SYE47964,2.8,NE04,58,QP02SYE47964,46,NE,home
EBB4093870,26/5/2019 17:40,EG02,NO82BAX82566,1.5,EG02,24,NO82BAX82566,24,NE,away
JLJ5155515,26/5/2019 17:49,OO02,EM54HQI58682,2.8,OO02,73,EM54HQI58682,81,OO,home
RDL4347336,26/5/2019 18:39,NE13,PM58XHX45588,1.0,NE13,67,PM58XHX45588,61,NE,home
VKZ5150068,26/5/2019 18:42,EG03,DW44ZOO26361,2.5,EG03,25,DW44ZOO26361,58,EG,home
NNK3052075,26/5/2019 19:20,AO16,EN26OAB52983,2.8,AO16,17,EN26OAB52983,10,GF,away
BTQ2810265,26/5/2019 19:26,KO04,KB55KTM48860,2.5,KO04,39,KB55KTM48860,94,KO,home
NPB8395098,26/5/2019 19:57,KO03,JO50FSF60755,2.2,KO03,38,JO50FSF60755,56,KO,home
FOJ5848296,26/5/2019 20:09,GF00,MP14WFM40909,2.8,GF00,21,MP14WFM40909,41,GF,home
WMU3919808,26/5/2019 21:19,OO13,CM15YCB60994,2.5,OO13,84,CM15YCB60994,97,EG,away
TLT9027065,26/5/2019 21:58,EG07,MU06LHX94338,1.5,EG07,29,MU06LHX94338,72,EG,home
DJS2401358,27/5/2019 01:17,EG04,VJ92OYV94295,1.0,EG04,26,VJ92OYV94295,57,OO,away
FXJ7780704,27/5/2019 01:29,NE07,NY14GZR94632,2.8,NE07,61,NY14GZR94632,19,NE,home
KWT3532857,27/5/2019 02:23,MR08,IZ65WAT29135,2.0,MR08,53,IZ65WAT29135,16,MR,home
QRZ9415109,27/5/2019 02:38,KO07,ED51EWW52190,2.8,KO07,42,ED51EWW52190,13,KO,home
UBB9632277,27/5/2019 04:53,AO14,CK97FAU13897,2.8,AO14,15,CK97FAU13897,82,GF,away
UOY8240513,27/5/2019 04:59,OO04,AT19HLV57173,2.8,OO04,75,AT19HLV57173,45,OO,home
RVV2454666,27/5/2019 05:18,EG01,RR73DWB65452,2.2,EG01,23,RR73DWB65452,2,AO,away
XPT7100545,27/5/2019 05:47,MR08,EN26OAB52983,1.5,MR08,53,EN26OAB52983,10,GF,away
SAQ7897490,27/5/2019 08:30,NE00,IA29IQS63679,1.0,NE00,54,IA29IQS63679,86,NE,home
FLH0892841,27/5/2019 08:51,OO11,EC02LZC49528,2.8,OO11,82,EC02LZC49528,31,EG,away
MPS1943359,27/5/2019 09:32,AO12,DP11ENT03275,3.1,AO12,13,DP11ENT03275,98,AO,home
EDZ0877734,27/5/2019 11:15,NE05,PD45WOT56494,2.0,NE05,59,PD45WOT56494,6,NE,home
ZRC5278946,27/5/2019 11:22,MR07,RR98KQE80731,1.25,MR07,52,RR98KQE80731,51,MR,home
XIG9449883,27/5/2019 12:39,OO09,AT19HLV57173,2.8,OO09,80,AT19HLV57173,45,OO,home
MDC1402162,27/5/2019 12:58,GF00,WU78BMX13511,1.0,GF00,21,WU78BMX13511,78,GF,home
PVN7526832,27/5/2019 13:25,EG08,KB55KTM48860,2.0,EG08,30,KB55KTM48860,94,KO,away
TNK1139804,27/5/2019 14:19,MR07,QH15HWX24570,3.1,MR07,52,QH15HWX24570,23,MR,home
JPR4060074,27/5/2019 14:41,EG04,XE59BZM26378,2.5,EG04,26,XE59BZM26378,60,EG,home
SXD9795420,27/5/2019 15:53,GF00,YX66XYW62640,3.1,GF00,21,YX66XYW62640,91,GF,home
LLU6013181,27/5/2019 16:17,MR04,UA13YTK28483,2.8,MR04,49,UA13YTK28483,63,MR,home
MPL1952716,27/5/2019 16:29,GF00,IO09FGE68100,2.8,GF00,21,IO09FGE68100,66,GF,home
DHQ2962217,27/5/2019 16:46,AO16,DP11ENT03275,3.1,AO16,17,DP11ENT03275,98,AO,home
EAV7686060,27/5/2019 17:26,AO10,BM25PHF40639,13.0,AO10,11,BM25PHF40639,7,AO,home
RBU3864268,27/5/2019 18:26,KO07,RV87TIY76692,2.5,KO07,42,RV87TIY76692,1,KO,home
MHT2532049,27/5/2019 19:34,KO02,WY00MLL63827,1.0,KO02,37,WY00MLL63827,79,KO,home
LMY6398655,27/5/2019 20:28,OO10,EE22TMX10817,2.0,OO10,81,EE22TMX10817,36,OO,home
LCW9620992,27/5/2019 20:38,KO03,HW75BKT77773,2.2,KO03,38,HW75BKT77773,93,KO,home
DRK9580476,27/5/2019 21:12,NE01,IA29IQS63679,1.0,NE01,55,IA29IQS63679,86,NE,home
SOS2507223,27/5/2019 21:14,AO15,LG64ARC91224,13.0,AO15,16,LG64ARC91224,43,AO,home
RFW6457175,27/5/2019 22:35,NE15,AT19HLV57173,2.2,NE15,69,AT19HLV57173,45,OO,away
GAH0312691,27/5/2019 22:46,OO10,LC72NRN52084,3.1,OO10,81,LC72NRN52084,95,OO,home
MIE7181939,27/5/2019 23:03,EG07,TE24LCO18661,1.25,EG07,29,TE24LCO18661,49,EG,home
PKO4338002,27/5/2019 23:20,NE11,JV67MTI17124,2.5,NE11,65,JV67MTI17124,71,NE,home
TNX7588584,27/5/2019 23:40,AO19,DV04FQL29609,3.1,AO19,20,DV04FQL29609,96,AO,home
YXK4313560,28/5/2019 00:07,OO01,VJ92OYV94295,2.5,OO01,72,VJ92OYV94295,57,OO,home
UPU3954754,28/5/2019 00:20,AO17,BM25PHF40639,13.0,AO17,18,BM25PHF40639,7,AO,home
OUD8680335,28/5/2019 00:38,OO13,EM54HQI58682,2.8,OO13,84,EM54HQI58682,81,OO,home
NGG3485028,28/5/2019 01:59,OO08,IA29IQS63679,3.1,OO08,79,IA29IQS63679,86,NE,away
KMD6712932,28/5/2019 02:36,OO03,QR03XCJ37459,2.8,OO03,74,QR03XCJ37459,87,OO,home
OXH9945707,28/5/2019 02:43,EG12,CM15YCB60994,2.0,EG12,34,CM15YCB60994,97,EG,home
MTQ6766847,28/5/2019 02:53,NE04,EG95RTB75032,2.8,NE04,58,EG95RTB75032,64,NE,home
TDY0272802,28/5/2019 03:46,EG10,QU94IGC75528,1.25,EG10,32,QU94IGC75528,88,EG,home
CWK7288220,28/5/2019 03:54,KO05,WY00MLL63827,1.0,KO05,40,WY00MLL63827,79,KO,home
QQK0538647,28/5/2019 03:55,MR05,IZ65WAT29135,2.0,MR05,50,IZ65WAT29135,16,MR,home
BEL4119612,28/5/2019 04:51,AO02,MP14WFM40909,2.8,AO02,3,MP14WFM40909,41,GF,away
OKA3071847,28/5/2019 06:00,KO07,KB55KTM48860,2.5,KO07,42,KB55KTM48860,94,KO,home
BTH5451839,28/5/2019 07:53,AO14,DP11ENT03275,3.1,AO14,15,DP11ENT03275,98,AO,home
VGI9239244,28/5/2019 08:03,AO18,HT62RDI04611,2.8,AO18,19,HT62RDI04611,15,AO,home
HXV3730301,28/5/2019 08:22,EG01,TZ48CCW54765,3.1,EG01,23,TZ48CCW54765,29,EG,home
DLR3383366,28/5/2019 10:04,OO10,WG11QVY31890,1.0,OO10,81,WG11QVY31890,17,OO,home
CMS5262654,28/5/2019 11:08,OO06,QR03XCJ37459,2.8,OO06,77,QR03XCJ37459,87,OO,home
THC6942254,28/5/2019 11:41,GF00,CK97FAU13897,2.5,GF00,21,CK97FAU13897,82,GF,home
JNU2823702,28/5/2019 12:43,OO05,VJ92OYV94295,2.5,OO05,76,VJ92OYV94295,57,OO,home
ABY6701240,28/5/2019 14:01,MR03,EZ65FLV39493,2.8,MR03,48,EZ65FLV39493,40,MR,home
RFP9406166,28/5/2019 14:52,KO01,WY00MLL63827,1.0,KO01,36,WY00MLL63827,79,KO,home
WQW7749592,28/5/2019 14:59,OO01,QX75YWC61835,2.5,OO01,72,QX75YWC61835,76,OO,home
PGH0183695,28/5/2019 16:08,MR01,HE38BQH01623,2.8,MR01,46,HE38BQH01623,54,MR,home
EWK5112961,28/5/2019 16:15,AO18,HW75BKT77773,2.8,AO18,19,HW75BKT77773,93,KO,away
DNM4774972,28/5/2019 17:31,AO09,ZY93PCY41868,2.8,AO09,10,ZY93PCY41868,69,KO,away
PVT3441245,28/5/2019 18:25,KO06,KF48RSD79865,1.25,KO06,41,KF48RSD79865,28,MR,away
HYT7213584,28/5/2019 18:48,GF00,PF04UCA93312,3.1,GF00,21,PF04UCA93312,48,GF,home
DIL9798244,28/5/2019 18:53,KO07,JO50FSF60755,2.2,KO07,42,JO50FSF60755,56,KO,home
XBJ5366358,28/5/2019 20:11,MR03,UA13YTK28483,2.8,MR03,48,UA13YTK28483,63,MR,home
FSK3243144,28/5/2019 21:28,NE06,QP02SYE47964,2.8,NE06,60,QP02SYE47964,46,NE,home
OWD6499939,28/5/2019 21:31,AO01,DV04FQL29609,3.1,AO01,2,DV04FQL29609,96,AO,home
AVR2170421,28/5/2019 22:04,GF00,LM86GYO69819,2.8,GF00,21,LM86GYO69819,21,GF,home
LZL3739454,28/5/2019 22:52,MR02,UA13YTK28483,2.8,MR02,47,UA13YTK28483,63,MR,home
UYL0334018,28/5/2019 23:35,GF00,PF04UCA93312,3.1,GF00,21,PF04UCA93312,48,GF,home
JGF1209211,29/5/2019 00:04,AO06,DP11ENT03275,3.1,AO06,7,DP11ENT03275,98,AO,home
ZJR4216996,29/5/2019 00:10,NE14,EE22TMX10817,2.0,NE14,68,EE22TMX10817,36,OO,away
POM9710656,29/5/2019 00:21,AO16,PM58XHX45588,2.8,AO16,17,PM58XHX45588,61,NE,away
HTD7253524,29/5/2019 00:42,EG12,DW44ZOO26361,2.5,EG12,34,DW44ZOO26361,58,EG,home
DBM0957585,29/5/2019 00:58,MR08,RR98KQE80731,1.25,MR08,53,RR98KQE80731,51,MR,home
ORH9170173,29/5/2019 03:45,EG06,FY47TUN40300,2.0,EG06,28,FY47TUN40300,73,NE,away
KOD4863205,29/5/2019 05:15,EG00,WY00MLL63827,1.25,EG00,22,WY00MLL63827,79,KO,away
ZVD4307081,29/5/2019 05:35,OO10,RK48BOP88344,2.8,OO10,81,RK48BOP88344,35,OO,home
FET5233680,29/5/2019 05:38,KO03,RV87TIY76692,2.5,KO03,38,RV87TIY76692,1,KO,home
QEG9031707,29/5/2019 05:57,KO09,HW75BKT77773,2.2,KO09,44,HW75BKT77773,93,KO,home
JCY1478041,29/5/2019 06:17,OO13,JF94VYA88954,2.8,OO13,84,JF94VYA88954,89,OO,home
IEQ3629843,29/5/2019 07:33,NE04,NZ35XLQ89678,1.5,NE04,58,NZ35XLQ89678,44,NE,home
HMM2645185,29/5/2019 07:46,OO00,IC95TLY24827,2.0,OO00,71,IC95TLY24827,85,OO,home
DWQ5668102,29/5/2019 08:59,EG10,IW53OQE31439,2.8,EG10,32,IW53OQE31439,33,EG,home
VSI0585625,29/5/2019 09:50,MR07,BK77KNV91142,2.8,MR07,52,BK77KNV91142,68,OO,away
UNQ8701306,29/5/2019 10:06,NE09,NZ35XLQ89678,1.5,NE09,63,NZ35XLQ89678,44,NE,home
MAF7644478,29/5/2019 10:08,KO05,RR73DWB65452,2.5,KO05,40,RR73DWB65452,2,AO,away
OHA1825368,29/5/2019 11:51,AO01,LG64ARC91224,13.0,AO01,2,LG64ARC91224,43,AO,home
MBH8607130,29/5/2019 12:30,MR00,BM25PHF40639,2.5,MR00,45,BM25PHF40639,7,AO,away
YUE0507022,29/5/2019 14:03,MR06,XV91YMP27722,2.5,MR06,51,XV91YMP27722,53,MR,home
DUT8106970,29/5/2019 15:09,NE01,VX68BAR38623,1.5,NE01,55,VX68BAR38623,9,NE,home
AWJ4783260,29/5/2019 15:17,MR04,RR98KQE80731,1.25,MR04,49,RR98KQE80731,51,MR,home
TMF5182877,29/5/2019 15:18,KO09,RV87TIY76692,2.5,KO09,44,RV87TIY76692,1,KO,home
KIL2669439,29/5/2019 15:50,OO10,AT19HLV57173,2.8,OO10,81,AT19HLV57173,45,OO,home
WRG1475028,29/5/2019 16:19,GF00,LM86GYO69819,2.8,GF00,21,LM86GYO69819,21,GF,home
LCE9757869,29/5/2019 16:53,KO06,QW79CHL42244,2.8,KO06,41,QW79CHL42244,4,KO,home
AAV1433360,29/5/2019 17:12,KO08,JO50FSF60755,2.2,KO08,43,JO50FSF60755,56,KO,home
LFW3668725,29/5/2019 17:37,OO03,JF94VYA88954,2.8,OO03,74,JF94VYA88954,89,OO,home
FHB2113114,29/5/2019 18:33,GF00,EV77EDV52985,13.0,GF00,21,EV77EDV52985,32,NE,away
JZC0193644,29/5/2019 18:36,OO02,IZ65WAT29135,2.2,OO02,73,IZ65WAT29135,16,MR,away
UZA2304949,29/5/2019 19:38,OO05,JF94VYA88954,2.8,OO05,76,JF94VYA88954,89,OO,home
HJT3857279,29/5/2019 19:53,AO10,SY96JDQ97089,1.5,AO10,11,SY96JDQ97089,37,AO,home
PHA6543467,29/5/2019 20:05,NE10,BK77KNV91142,2.8,NE10,64,BK77KNV91142,68,OO,away
ETV1222323,29/5/2019 20:33,MR07,QO68DIC93032,2.5,MR07,52,QO68DIC93032,50,MR,home
JIR9265980,29/5/2019 20:44,KO00,QO77TFN61853,2.2,KO00,35,QO77TFN61853,55,KO,home
GRW4845159,29/5/2019 23:47,MR02,KF48RSD79865,2.8,MR02,47,KF48RSD79865,28,MR,home
RGK7512573,30/5/2019 00:14,AO04,SU00RDZ36214,2.8,AO04,5,SU00RDZ36214,20,AO,home
YSR1071116,30/5/2019 00:54,KO03,QO77TFN61853,2.2,KO03,38,QO77TFN61853,55,KO,home
EQE6940164,30/5/2019 00:54,NE12,VX68BAR38623,1.5,NE12,66,VX68BAR38623,9,NE,home
QAT7532511,30/5/2019 01:00,NE13,IA29IQS63679,1.0,NE13,67,IA29IQS63679,86,NE,home
LXS4875508,30/5/2019 01:41,GF00,MP14WFM40909,2.8,GF00,21,MP14WFM40909,41,GF,home
GOJ8083342,30/5/2019 01:51,NE16,IA29IQS63679,1.0,NE16,70,IA29IQS63679,86,NE,home
WSP1233379,30/5/2019 01:57,NE03,PM58XHX45588,1.5,NE03,57,PM58XHX45588,61,NE,home
MKK2392123,30/5/2019 02:56,OO08,XV40HUQ04740,1.0,OO08,79,XV40HUQ04740,8,OO,home
PPN1575912,30/5/2019 04:04,NE07,LG64ARC91224,1.5,NE07,61,LG64ARC91224,43,AO,away
IXT6401652,30/5/2019 06:16,MR04,QN23UHH39091,2.8,MR04,49,QN23UHH39091,18,MR,home
IVN4699653,30/5/2019 06:27,AO03,PE73VJU23485,2.8,AO03,4,PE73VJU23485,100,AO,home
OXH7456002,30/5/2019 07:56,OO13,BY85QGR11636,2.2,OO13,84,BY85QGR11636,25,GF,away
ULT9949606,30/5/2019 08:01,AO02,YL27IFD65117,2.8,AO02,3,YL27IFD65117,30,AO,home
WXB6566133,30/5/2019 08:13,KO01,HT62RDI04611,2.8,KO01,36,HT62RDI04611,15,AO,away
YBN4140849,30/5/2019 10:36,MR02,QN23UHH39091,2.8,MR02,47,QN23UHH39091,18,MR,home
ZXH6901545,30/5/2019 10:46,MR02,BI87HYL81972,1.0,MR02,47,BI87HYL81972,92,MR,home
SCF2686534,30/5/2019 11:12,KO07,KB55KTM48860,2.5,KO07,42,KB55KTM48860,94,KO,home
ABX1325948,30/5/2019 11:13,KO04,WY00MLL63827,1.0,KO04,39,WY00MLL63827,79,KO,home
WJB1385805,30/5/2019 11:14,GF00,IO09FGE68100,2.8,GF00,21,IO09FGE68100,66,GF,home
PZZ9126138,30/5/2019 11:33,NE16,CM15YCB60994,2.5,NE16,70,CM15YCB60994,97,EG,away
PUT2367333,30/5/2019 12:48,AO14,BZ76ROL87339,1.0,AO14,15,BZ76ROL87339,39,AO,home
SFG9740824,30/5/2019 13:13,KO05,MQ65WJJ60020,1.25,KO05,40,MQ65WJJ60020,11,KO,home
ZJE0597899,30/5/2019 13:34,NE09,CR31GMR97972,1.25,NE09,63,CR31GMR97972,59,EG,away
PCO4195277,30/5/2019 13:45,OO13,EV77EDV52985,1.5,OO13,84,EV77EDV52985,32,NE,away
AAR5044876,30/5/2019 13:46,KO08,IX01MVL33676,2.5,KO08,43,IX01MVL33676,77,KO,home
EXG0706128,30/5/2019 13:54,MR06,QH15HWX24570,3.1,MR06,51,QH15HWX24570,23,MR,home
JBT8278476,30/5/2019 15:09,OO01,LC72NRN52084,3.1,OO01,72,LC72NRN52084,95,OO,home
WZJ2349285,30/5/2019 15:21,NE08,VX68BAR38623,1.5,NE08,62,VX68BAR38623,9,NE,home
WTF5808683,30/5/2019 17:04,EG09,QW79CHL42244,1.25,EG09,31,QW79CHL42244,4,KO,away
IYV4453937,30/5/2019 17:13,KO03,TV81MAQ99005,1.5,KO03,38,TV81MAQ99005,99,EG,away
ASL2442598,30/5/2019 18:18,KO04,VJ92OYV94295,1.25,KO04,39,VJ92OYV94295,57,OO,away
QRB1996781,30/5/2019 18:31,AO16,BM25PHF40639,13.0,AO16,17,BM25PHF40639,7,AO,home
VMA6227822,30/5/2019 18:51,GF00,IO09FGE68100,2.8,GF00,21,IO09FGE68100,66,GF,home
SCZ1138270,30/5/2019 19:05,AO05,SY96JDQ97089,1.5,AO05,6,SY96JDQ97089,37,AO,home
