pass_id,tag_id,station_id,pass_code,pass_time,rate,pass_type
6147,30,14,XDV7346717,30/6/2019 14:08,2.0,"home
"
6148,19,65,ZHU8596245,30/6/2019 14:14,2.8,"home
"
6149,35,72,ELK0108647,30/6/2019 14:24,2.8,"home
"
6150,40,48,XKU7612917,30/6/2019 14:25,2.8,"home
"
6151,61,38,NGD5652837,30/6/2019 14:41,2.8,"away
"
6152,86,57,KWW9445622,30/6/2019 15:39,1.0,"home
"
6153,82,21,HKJ4059008,30/6/2019 15:48,2.5,"home
"
6154,86,69,EHX7471457,30/6/2019 17:48,1.0,"home
"
6155,80,73,OTQ8957088,30/6/2019 17:49,1.0,"away
"
6156,66,21,NCL9567177,30/6/2019 18:01,2.8,"home
"
6157,20,7,TJM9668849,30/6/2019 18:28,2.8,"home
"
6158,6,63,SZR9153485,30/6/2019 19:09,1.5,"home
"
6159,7,9,VYK4686255,30/6/2019 19:36,13.0,"home
"
6160,38,52,XVM0841018,30/6/2019 20:21,1.5,"home
"
6161,16,50,LXR2808136,30/6/2019 20:23,2.0,"home
"
6162,98,16,LTN9750331,30/6/2019 21:22,3.1,"home
"
6163,77,42,WMQ3437280,30/6/2019 22:41,2.5,"home
"
6164,87,76,LNM5325018,30/6/2019 23:05,2.8,"home
"
6165,83,24,WPO0809732,30/6/2019 23:08,1.0,"home
"
6166,30,2,KGU2714559,30/6/2019 23:19,2.0,"home
"
6167,5,36,SCP4327837,30/6/2019 23:36,1.25,"home
"
6168,81,82,KJM0057663,30/6/2019 23:42,2.8,"home
"
6169,81,71,QPZ7851935,1/7/2019 01:48,2.8,"home
"
6170,57,6,ZFJ9521642,1/7/2019 02:07,2.8,"away
"
6171,36,80,GHX0487327,1/7/2019 02:47,2.0,"home
"
6172,48,83,TNL8081375,1/7/2019 03:52,2.0,"away
"
6173,35,4,DTW4971428,1/7/2019 04:03,2.8,"away
"
6174,7,19,VES8294676,1/7/2019 04:39,13.0,"home
"
6175,63,51,JHK1144781,1/7/2019 04:55,2.8,"home
"
6176,62,35,GGY6962764,1/7/2019 06:35,2.0,"home
"
6177,14,47,EQS4281054,1/7/2019 06:36,2.5,"away
"
6178,43,71,VPR5859249,1/7/2019 06:43,1.0,"away
"
6179,62,36,BMS5287941,1/7/2019 08:24,1.0,"home
"
6180,57,77,DZB0103601,1/7/2019 08:37,2.5,"home
"
6181,18,73,GPU1277061,1/7/2019 10:28,2.8,"away
"
6182,54,51,UBD2061347,1/7/2019 10:40,2.8,"home
"
6183,7,12,FDH5098031,1/7/2019 11:07,13.0,"home
"
6184,56,43,CHE9437105,1/7/2019 11:11,2.2,"home
"
6185,29,23,YJP9439114,1/7/2019 11:50,3.1,"home
"
6186,71,64,JMV4876120,1/7/2019 11:54,2.5,"home
"
6187,54,50,PCF8375920,1/7/2019 12:33,2.8,"home
"
6188,40,47,GOZ7056669,1/7/2019 13:07,2.8,"home
"
6189,30,3,KZJ2086824,1/7/2019 13:24,2.0,"home
"
6190,26,21,FSE5710362,1/7/2019 13:24,2.5,"home
"
6191,86,11,IQH4773425,1/7/2019 13:30,2.8,"away
"
6192,2,12,ZJA1778318,1/7/2019 13:55,2.8,"home
"
6193,39,12,LJM4648645,1/7/2019 14:37,1.0,"home
"
6194,72,34,WCE6750565,1/7/2019 15:08,1.5,"home
"
6195,16,70,NHP7561265,1/7/2019 18:04,2.5,"away
"
6196,29,7,VYR4384210,1/7/2019 20:10,2.8,"away
"
6197,76,79,ACB8830961,1/7/2019 20:29,3.1,"home
"
6198,4,39,ZCG3594448,1/7/2019 21:52,2.8,"home
"
6199,77,39,EIR9301805,1/7/2019 22:23,2.5,"home
"
6200,95,74,HGE3437675,1/7/2019 23:05,3.1,"home
"
6201,40,47,KGP1654172,1/7/2019 23:30,2.0,"home
"
6202,93,36,TDF9283492,1/7/2019 23:43,2.2,"home
"
6203,43,16,OXQ1107849,2/7/2019 00:02,13.0,"home
"
6204,53,71,HWE7084658,2/7/2019 00:26,3.1,"away
"
6205,30,18,XLW9640210,2/7/2019 00:39,2.0,"home
"
6206,91,21,KEG2422073,2/7/2019 01:45,3.1,"home
"
6207,43,8,EIA2099813,2/7/2019 02:49,2.8,"home
"
6208,28,50,UHI5278622,2/7/2019 04:12,2.8,"home
"
6209,41,11,LKK5448819,2/7/2019 04:32,2.8,"away
"
6210,83,23,FDD3473688,2/7/2019 04:42,1.0,"home
"
6211,43,2,HET7646843,2/7/2019 05:29,13.0,"home
"
6212,55,36,RRC8790729,2/7/2019 06:44,2.2,"home
"
6213,54,53,AXS2441634,2/7/2019 07:00,2.8,"home
"
6214,62,36,TLU8461690,2/7/2019 08:44,1.0,"home
"
6215,37,48,TLH4343056,2/7/2019 09:04,2.0,"away
"
6216,43,20,PIP9752414,2/7/2019 10:31,13.0,"home
"
6217,54,50,KDO9697540,2/7/2019 10:51,2.8,"home
"
6218,100,15,MIF8365556,2/7/2019 10:55,2.8,"home
"
6219,13,35,FWJ3284027,2/7/2019 12:14,2.8,"home
"
6220,57,81,NPM2265913,2/7/2019 12:28,2.5,"home
"
6221,89,75,XKG9680441,2/7/2019 13:54,2.8,"home
"
6222,73,55,WWG0900778,2/7/2019 16:37,1.0,"home
"
6223,37,8,KGY6432280,2/7/2019 17:46,1.5,"home
"
6224,41,7,GUF8418025,2/7/2019 19:10,2.8,"away
"
6225,19,66,YTE2496032,2/7/2019 19:58,2.8,"home
"
6226,94,38,GQH3665771,2/7/2019 20:01,2.5,"home
"
6227,26,21,TAH0240304,2/7/2019 20:25,2.5,"home
"
6228,85,84,PBU8935809,2/7/2019 20:32,2.0,"home
"
6229,34,21,WBO9643457,2/7/2019 20:52,2.8,"home
"
6230,87,72,GCN0619577,2/7/2019 22:28,2.8,"home
"
6231,43,6,ZYC7737802,2/7/2019 23:43,13.0,"home
"
6232,46,25,LLS6315749,3/7/2019 00:26,2.2,"away
"
6233,88,22,ZAT9649049,3/7/2019 00:37,1.25,"home
"
6234,94,42,XGG4338306,3/7/2019 00:46,2.5,"home
"
6235,2,1,AGP7298908,3/7/2019 01:55,2.8,"home
"
6236,50,35,DEA4263045,3/7/2019 05:09,2.0,"away
"
6237,34,21,OKP7512658,3/7/2019 06:18,2.8,"home
"
6238,21,20,TMZ2964051,3/7/2019 06:42,2.8,"away
"
6239,54,47,CES5142256,3/7/2019 08:16,2.8,"home
"
6240,86,57,ZVF6979273,3/7/2019 08:18,1.0,"home
"
6241,4,44,KWT6458361,3/7/2019 08:53,2.8,"home
"
6242,21,21,KSH0539414,3/7/2019 08:55,2.8,"home
"
6243,24,5,KGK9549239,3/7/2019 08:57,2.8,"away
"
6244,61,61,IFJ1429256,3/7/2019 10:44,1.5,"home
"
6245,15,12,IIJ3374546,3/7/2019 10:50,2.8,"home
"
6246,16,51,MBD5429099,3/7/2019 11:18,2.0,"home
"
6247,82,21,BRB3116365,3/7/2019 11:23,2.5,"home
"
6248,38,50,RQR6739862,3/7/2019 11:26,1.5,"home
"
6249,6,69,BAR7361067,3/7/2019 12:02,2.0,"home
"
6250,49,29,VGT4465833,3/7/2019 13:06,1.25,"home
"
6251,79,35,EVU4915606,3/7/2019 14:08,1.0,"home
"
6252,15,7,GCV7511688,3/7/2019 14:57,2.8,"home
"
6253,98,20,OIV6714174,3/7/2019 16:33,3.1,"home
"
6254,4,35,IEM3328950,3/7/2019 17:23,2.8,"home
"
6255,89,55,OMH7154350,3/7/2019 18:29,1.5,"away
"
6256,1,40,UFV3699804,3/7/2019 18:52,2.5,"home
"
6257,63,26,UVF0486884,3/7/2019 19:33,1.25,"away
"
6258,57,71,OHD1822107,3/7/2019 19:59,2.5,"home
"
6259,3,21,EKC2764785,3/7/2019 20:37,2.2,"home
"
6260,58,25,FGP4383423,3/7/2019 21:30,2.5,"home
"
6261,50,52,JKR5826080,3/7/2019 22:10,2.5,"home
"
6262,15,19,KJV8238490,3/7/2019 22:36,2.8,"home
"
6263,39,15,GET7571848,3/7/2019 22:49,1.0,"home
"
6264,61,70,OZP1906474,3/7/2019 23:42,1.5,"home
"
6265,18,67,FJM2411275,4/7/2019 02:31,2.5,"away
"
6266,80,26,NBT0800997,4/7/2019 02:44,2.8,"home
"
6267,30,17,ZPG1331448,4/7/2019 02:56,2.0,"home
"
6268,45,75,ZYU7459806,4/7/2019 03:14,2.8,"home
"
6269,78,21,XTV4941473,4/7/2019 03:26,1.0,"home
"
6270,15,4,IJZ2028223,4/7/2019 03:58,2.8,"home
"
6271,35,79,HSQ2857084,4/7/2019 04:56,2.8,"home
"
6272,95,10,VQY3484096,4/7/2019 07:05,2.8,"away
"
6273,96,7,QGY8606780,4/7/2019 07:05,3.1,"home
"
6274,26,21,BBS1720431,4/7/2019 07:32,2.5,"home
"
6275,52,21,OOD7499919,4/7/2019 07:42,2.8,"home
"
6276,52,21,NXU4036337,4/7/2019 08:03,2.8,"home
"
6277,61,63,IEN5051828,4/7/2019 08:29,2.8,"home
"
6278,22,84,ZDX3104406,4/7/2019 08:37,2.8,"home
"
6279,99,32,YLL5508949,4/7/2019 09:10,2.8,"home
"
6280,6,61,YDH5245197,4/7/2019 09:32,2.0,"home
"
6281,82,74,BGI7195758,4/7/2019 12:00,2.5,"away
"
6282,85,67,UAG0363510,4/7/2019 12:56,2.5,"away
"
6283,77,44,RNP1467181,4/7/2019 14:13,2.5,"home
"
6284,56,38,WOZ8026273,4/7/2019 14:16,2.2,"home
"
6285,45,83,ATQ7468334,4/7/2019 16:14,2.8,"home
"
6286,52,21,ZNQ8632277,4/7/2019 16:16,2.8,"home
"
6287,52,21,VQB5273823,4/7/2019 16:16,2.8,"home
"
6288,67,54,YPC7332208,4/7/2019 16:27,2.5,"home
"
6289,66,79,EXT8522564,4/7/2019 17:32,2.5,"away
"
6290,12,17,NOS9539454,4/7/2019 17:41,1.0,"home
"
6291,4,68,XGD2340369,4/7/2019 18:41,2.5,"away
"
6292,64,61,RCM6070499,4/7/2019 20:07,2.8,"home
"
6293,95,77,MSU8911420,4/7/2019 20:40,3.1,"home
"
6294,7,65,LDT3669362,4/7/2019 20:56,3.1,"away
"
6295,40,45,CCP8153833,4/7/2019 21:09,2.8,"home
"
6296,97,27,FZC7330432,4/7/2019 21:26,2.0,"home
"
6297,94,36,MNZ0717252,4/7/2019 22:21,2.5,"home
"
6298,14,34,FGQ1973046,4/7/2019 22:40,13.0,"home
"
6299,83,33,ZKV8992714,4/7/2019 23:07,1.0,"home
"
6300,67,63,DRS2028041,5/7/2019 00:51,2.5,"home
"
6301,83,32,GVB7674524,5/7/2019 01:54,1.0,"home
"
6302,14,28,SNS7833333,5/7/2019 02:00,13.0,"home
"
6303,65,21,PYK6604252,5/7/2019 02:29,2.5,"home
"
6304,51,51,PUG5953320,5/7/2019 02:42,1.25,"home
"
6305,26,9,OCX2175324,5/7/2019 03:09,2.8,"away
"
6306,54,48,RLU7226372,5/7/2019 03:21,2.8,"home
"
6307,55,42,ENY5403294,5/7/2019 04:01,2.2,"home
"
6308,100,2,BZS8147550,5/7/2019 04:28,2.8,"home
"
6309,72,65,QKB9488990,5/7/2019 05:45,1.0,"away
"
6310,38,84,OUA4284522,5/7/2019 07:51,2.0,"away
"
6311,44,57,XOM8737981,5/7/2019 07:52,1.5,"home
"
6312,55,43,DWM7814283,5/7/2019 08:22,2.2,"home
"
6313,69,43,SXL9986539,5/7/2019 08:49,1.5,"home
"
6314,31,28,MEQ0496679,5/7/2019 09:06,2.8,"home
"
6315,49,30,CKC6118477,5/7/2019 09:11,1.25,"home
"
6316,30,15,ODW4120651,5/7/2019 09:17,2.0,"home
"
6317,77,3,XJJ7569456,5/7/2019 09:57,2.8,"away
"
6318,22,75,NUY9580900,5/7/2019 10:28,2.8,"home
"
6319,62,41,DNE9668661,5/7/2019 11:50,1.0,"home
"
6320,29,50,WBB9038158,5/7/2019 13:10,2.0,"away
"
6321,47,49,VXK1949332,5/7/2019 14:41,13.0,"home
"
6322,3,21,EHM6328504,5/7/2019 15:05,2.2,"home
"
6323,65,21,CAY7411484,5/7/2019 15:21,2.5,"home
"
6324,56,41,ZXX4996802,5/7/2019 16:23,2.2,"home
"
6325,20,1,ZIX4627767,5/7/2019 16:46,2.8,"home
"
6326,9,62,OEV5761630,5/7/2019 16:57,1.5,"home
"
6327,53,81,JCH1954901,5/7/2019 17:21,1.0,"away
"
6328,46,55,RBT6312441,5/7/2019 18:19,2.8,"home
"
6329,67,56,MLH6132862,5/7/2019 19:21,2.5,"home
"
6330,26,21,HUY4469955,5/7/2019 20:57,2.5,"home
"
6331,79,41,LVV9806847,5/7/2019 21:14,1.0,"home
"
6332,45,82,XWN8436713,5/7/2019 22:12,2.8,"home
"
6333,2,1,BED7361111,5/7/2019 22:14,2.8,"home
"
6334,48,21,CBF5909857,5/7/2019 22:44,3.1,"home
"
6335,70,16,OFJ3514280,5/7/2019 23:12,2.8,"home
"
6336,52,37,MHG1503291,5/7/2019 23:14,1.25,"away
"
6337,40,53,MKF2815784,5/7/2019 23:15,2.8,"home
"
6338,87,77,PJA0641333,5/7/2019 23:32,2.8,"home
"
6339,46,63,NKJ0138427,5/7/2019 23:51,2.8,"home
"
6340,86,60,HPZ3034637,6/7/2019 01:58,1.0,"home
"
6341,40,46,PCR1479645,6/7/2019 03:33,2.5,"home
"
6342,88,75,XPJ3115383,6/7/2019 04:13,2.0,"away
"
6343,59,70,DEY2439529,6/7/2019 04:31,2.2,"away
"
6344,89,83,LOC8021862,6/7/2019 06:23,2.8,"home
"
6345,10,16,SBJ6458246,6/7/2019 06:27,2.8,"away
"
6346,1,39,KYG7755169,6/7/2019 07:01,2.5,"home
"
6347,7,12,ILO6757842,6/7/2019 07:58,13.0,"home
"
6348,65,65,NCJ4834970,6/7/2019 08:05,2.2,"away
"
6349,24,70,GIJ6715659,6/7/2019 08:27,3.1,"home
"
6350,45,78,KJO3355540,6/7/2019 09:20,2.8,"home
"
6351,83,23,DYR0652326,6/7/2019 09:55,1.0,"home
"
6352,94,33,LXF6210946,6/7/2019 09:57,1.5,"away
"
6353,68,72,YSV1569768,6/7/2019 10:26,2.8,"home
"
6354,66,21,IHX7647850,6/7/2019 10:37,2.8,"home
"
6355,22,73,MAE5322638,6/7/2019 10:53,2.8,"home
"
6356,64,25,MHP3624530,6/7/2019 11:48,2.0,"away
"
6357,9,60,RLT7202872,6/7/2019 12:46,3.1,"home
"
6358,86,60,QHL1400350,6/7/2019 12:51,1.0,"home
"
6359,97,22,IPE8326138,6/7/2019 14:49,2.0,"home
"
6360,51,53,AQX1671875,6/7/2019 15:02,1.25,"home
"
6361,98,18,YAN5329704,6/7/2019 15:15,3.1,"home
"
6362,8,71,TDX2011712,6/7/2019 15:15,1.0,"home
"
6363,63,84,ANL6630517,6/7/2019 15:30,2.8,"away
"
6364,31,22,QJQ6938698,6/7/2019 16:17,2.8,"home
"
6365,23,45,PEH3828592,6/7/2019 16:22,3.1,"home
"
6366,35,73,MQO1876188,6/7/2019 16:24,2.8,"home
"
6367,63,48,QWN3690828,6/7/2019 17:12,2.8,"home
"
6368,79,74,YOF4724509,6/7/2019 17:30,2.0,"away
"
6369,73,58,FIJ6790770,6/7/2019 18:29,1.0,"home
"
6370,1,44,BKY5455128,6/7/2019 19:00,2.5,"home
"
6371,52,21,CVO5371710,6/7/2019 19:15,2.8,"home
"
6372,83,67,LMD9419265,6/7/2019 20:06,2.2,"away
"
6373,1,40,NID6654337,6/7/2019 21:44,2.5,"home
"
6374,68,35,ZOA9621449,6/7/2019 22:33,1.5,"away
"
6375,99,24,JXA5522093,6/7/2019 23:30,2.8,"home
"
6376,6,56,AIA5561740,7/7/2019 00:47,2.0,"home
"
6377,48,21,UIH2111760,7/7/2019 01:08,3.1,"home
"
6378,67,62,HIX8149142,7/7/2019 01:55,2.5,"home
"
6379,45,74,IYT8074089,7/7/2019 02:52,2.8,"home
"
6380,35,75,CWW3796005,7/7/2019 03:23,2.8,"home
"
6381,79,43,IVB2164725,7/7/2019 04:43,1.0,"home
"
6382,40,45,OTV2043984,7/7/2019 05:05,2.8,"home
"
6383,88,33,XKE8180985,7/7/2019 05:34,1.25,"home
"
6384,11,39,NIO2340020,7/7/2019 06:24,1.25,"home
"
6385,15,41,IUH6307936,7/7/2019 06:53,2.5,"away
"
6386,54,43,TDT1620239,7/7/2019 06:58,1.5,"away
"
6387,66,21,KTZ3960831,7/7/2019 08:36,2.8,"home
"
6388,72,27,VUT7005263,7/7/2019 08:41,1.5,"home
"
6389,35,83,QXS4756691,7/7/2019 08:46,2.8,"home
"
6390,84,63,WHW3417926,7/7/2019 08:51,1.25,"away
"
6391,49,30,AFL8421230,7/7/2019 09:15,1.25,"home
"
6392,12,3,ONB5676041,7/7/2019 09:38,1.0,"home
"
6393,62,37,RLV8704918,7/7/2019 10:01,2.0,"home
"
6394,86,68,JSQ7387145,7/7/2019 10:03,1.0,"home
"
6395,49,23,MYP9125063,7/7/2019 11:01,1.25,"home
"
6396,58,30,ENB5560399,7/7/2019 11:06,2.5,"home
"
6397,4,33,YUT5750408,7/7/2019 11:46,1.0,"away
"
6398,34,45,ZNJ2177292,7/7/2019 12:45,1.25,"away
"
6399,79,36,RMF1386249,7/7/2019 13:24,1.0,"home
"
6400,9,43,BFU7436655,7/7/2019 13:45,2.2,"away
"
6401,28,48,IXJ9149080,7/7/2019 14:36,2.8,"home
"
6402,8,74,VAE8363729,7/7/2019 15:02,1.0,"home
"
6403,73,64,QBA6397207,7/7/2019 15:14,1.0,"home
"
6404,50,50,LJF5345819,7/7/2019 16:29,2.5,"home
"
6405,64,55,NHT1726894,7/7/2019 16:53,2.8,"home
"
6406,77,40,TVY3963626,7/7/2019 17:06,2.5,"home
"
6407,66,21,BJV1667228,7/7/2019 17:53,2.8,"home
"
6408,88,15,YJJ0035380,7/7/2019 19:55,2.8,"away
"
6409,12,8,XZO7228761,7/7/2019 19:56,1.0,"home
"
6410,92,46,TID6872450,7/7/2019 20:04,1.0,"home
"
6411,96,2,GIM2690867,7/7/2019 20:19,3.1,"home
"
6412,61,55,IPA1520503,7/7/2019 21:13,1.5,"home
"
6413,22,80,QNJ7154762,7/7/2019 21:42,2.8,"home
"
6414,79,35,XYY5229830,7/7/2019 23:44,1.0,"home
"
6415,19,50,XRM4989393,8/7/2019 00:46,3.1,"away
"
6416,73,61,IJR5600302,8/7/2019 02:57,1.0,"home
"
6417,57,71,ORW3168822,8/7/2019 03:25,2.5,"home
"
6418,92,53,NDJ4169216,8/7/2019 04:17,1.0,"home
"
6419,55,38,JSZ3799855,8/7/2019 04:40,2.2,"home
"
6420,86,64,BRM1357749,8/7/2019 05:40,1.0,"home
"
6421,33,28,LZI5002722,8/7/2019 06:10,2.8,"home
"
6422,26,21,CEN4248855,8/7/2019 06:29,2.5,"home
"
6423,82,79,JSH5567955,8/7/2019 07:18,2.0,"away
"
6424,30,80,XFE5655053,8/7/2019 07:26,2.0,"away
"
6425,94,40,ILK0419839,8/7/2019 07:36,2.5,"home
"
6426,6,69,XBU3279767,8/7/2019 08:08,2.0,"home
"
6427,84,39,GCB7353945,8/7/2019 08:28,2.8,"home
"
6428,53,63,LGG1767486,8/7/2019 09:42,2.8,"away
"
6429,40,50,MUZ1804305,8/7/2019 09:46,2.8,"home
"
6430,25,21,PEI5937454,8/7/2019 09:58,2.5,"home
"
6431,50,50,YHD6559604,8/7/2019 11:26,2.5,"home
"
6432,55,42,QQA6013709,8/7/2019 11:55,2.2,"home
"
6433,54,45,MGA1116884,8/7/2019 12:03,2.8,"home
"
6434,61,57,DDT2902250,8/7/2019 12:10,1.5,"home
"
6435,11,67,VTV5397579,8/7/2019 12:37,3.1,"away
"
6436,19,18,TTW5183706,8/7/2019 13:53,2.8,"away
"
6437,32,1,TUR7870020,8/7/2019 13:59,2.8,"away
"
6438,86,34,LUI8391635,8/7/2019 14:11,1.0,"away
"
6439,98,8,ZMM0999670,8/7/2019 14:16,3.1,"home
"
6440,5,35,KBL9869503,8/7/2019 14:47,1.25,"home
"
6441,63,53,XEH2169443,8/7/2019 15:28,2.8,"home
"
6442,40,25,XHQ0803831,8/7/2019 15:44,3.1,"away
"
6443,34,77,LOY7374800,8/7/2019 15:54,2.8,"away
"
6444,29,2,GTD6674285,8/7/2019 17:23,2.8,"away
"
6445,35,32,PQG9496478,8/7/2019 18:02,2.5,"away
"
6446,87,79,RQB7134237,8/7/2019 18:18,2.8,"home
"
6447,59,20,NDZ4676258,8/7/2019 18:32,2.8,"away
"
6448,25,21,HIQ4720763,8/7/2019 19:00,2.5,"home
"
6449,87,84,DWV9723218,8/7/2019 19:18,2.8,"home
"
6450,92,18,SID5842204,8/7/2019 19:36,2.8,"away
"
6451,91,21,EMR2640958,8/7/2019 19:42,3.1,"home
"
6452,98,68,GUH4051210,8/7/2019 19:53,1.25,"away
"
6453,98,11,WAC4131512,8/7/2019 20:03,3.1,"home
"
6454,9,65,XVQ5740107,8/7/2019 20:37,1.5,"home
"
6455,89,74,XDZ0783678,8/7/2019 22:11,2.8,"home
"
6456,93,83,YPW9633174,8/7/2019 23:32,1.5,"away
"
6457,55,43,ONQ9828282,8/7/2019 23:59,2.2,"home
"
6458,31,27,BEU4066948,9/7/2019 00:30,2.8,"home
"
6459,85,79,MCG9935001,9/7/2019 00:36,2.0,"home
"
6460,98,1,AVV6246038,9/7/2019 00:44,3.1,"home
"
6461,24,56,AAB2622229,9/7/2019 02:50,2.8,"home
"
6462,6,65,QKC3037768,9/7/2019 03:14,2.8,"home
"
6463,85,82,SFK8906205,9/7/2019 03:18,2.0,"home
"
6464,71,54,RIO4687515,9/7/2019 03:47,2.5,"home
"
6465,4,60,BLV7486907,9/7/2019 04:23,1.0,"away
"
6466,35,83,BFY8669338,9/7/2019 04:24,2.8,"home
"
6467,51,48,LKP8822686,9/7/2019 04:43,1.25,"home
"
6468,34,21,TQK0035128,9/7/2019 06:26,2.8,"home
"
6469,83,29,EEU1695976,9/7/2019 06:47,1.0,"home
"
6470,19,63,LXT6474751,9/7/2019 07:47,2.8,"home
"
6471,4,7,MRF7938468,9/7/2019 08:52,2.8,"away
"
6472,11,5,AKA2723428,9/7/2019 09:28,2.8,"away
"
6473,21,6,MNS7183454,9/7/2019 09:48,2.8,"away
"
6474,40,53,FNB2625031,9/7/2019 10:30,2.8,"home
"
6475,77,35,UVP3113524,9/7/2019 10:44,2.5,"home
"
6476,83,38,HNU0694793,9/7/2019 11:08,2.2,"away
"
6477,6,70,BUD2501203,9/7/2019 11:10,2.0,"home
"
6478,8,80,KHE2633244,9/7/2019 11:57,1.0,"home
"
6479,19,67,NEA5611086,9/7/2019 12:01,2.8,"home
"
6480,89,77,YAZ2209478,9/7/2019 12:09,2.8,"home
"
6481,18,51,JJY8466346,9/7/2019 12:24,2.8,"home
"
6482,82,21,GZI4916523,9/7/2019 13:02,2.5,"home
"
6483,83,27,IQK9571741,9/7/2019 13:14,1.0,"home
"
6484,73,65,WTF9742202,9/7/2019 13:44,1.0,"home
"
6485,21,8,ASC4467763,9/7/2019 13:52,2.8,"away
"
6486,40,45,MJS7219997,9/7/2019 15:06,2.8,"home
"
6487,19,67,WND9681205,9/7/2019 15:39,2.8,"home
"
6488,51,49,KJF9607793,9/7/2019 16:35,1.25,"home
"
6489,60,34,YUP7589324,9/7/2019 16:50,2.5,"home
"
6490,86,67,HHI6542971,9/7/2019 17:20,1.0,"home
"
6491,13,35,RKW7238893,9/7/2019 18:36,2.8,"home
"
6492,36,72,PNH2234289,9/7/2019 18:44,2.0,"home
"
6493,3,21,QCL9357859,9/7/2019 19:01,2.2,"home
"
6494,25,21,CRI4127815,9/7/2019 19:05,2.5,"home
"
6495,100,9,RLA2109137,9/7/2019 20:06,2.8,"home
"
6496,40,47,VWZ4646435,9/7/2019 20:08,2.8,"home
"
6497,67,19,TMH5334994,9/7/2019 20:08,2.8,"away
"
6498,52,21,ERT0381925,9/7/2019 20:11,2.8,"home
"
6499,49,34,GVL6795383,9/7/2019 20:31,1.25,"home
"
6500,18,45,KIL3224637,9/7/2019 20:36,2.8,"home
"
6501,60,32,GJD5665534,9/7/2019 21:12,2.5,"home
"
6502,74,58,KFY3522556,9/7/2019 21:46,1.0,"home
"
6503,85,77,KTT5862626,9/7/2019 21:55,2.0,"home
"
6504,41,21,KRM9494015,9/7/2019 22:15,2.8,"home
"
6505,27,17,ANP9131301,9/7/2019 22:25,2.8,"away
"
6506,47,49,POG2279087,9/7/2019 22:27,13.0,"home
"
6507,71,54,BSN5857822,9/7/2019 23:30,2.5,"home
"
6508,2,14,MDK1687156,10/7/2019 01:22,2.8,"home
"
6509,55,43,IHJ7166086,10/7/2019 02:08,2.2,"home
"
6510,26,21,OZG1230484,10/7/2019 03:56,2.5,"home
"
6511,92,47,FGP6398329,10/7/2019 07:52,1.0,"home
"
6512,47,46,PTX1118665,10/7/2019 07:54,13.0,"home
"
6513,21,21,SXE7275852,10/7/2019 08:23,2.8,"home
"
6514,46,55,HNO5438515,10/7/2019 10:55,2.8,"home
"
6515,53,53,ZZI8356882,10/7/2019 12:03,2.5,"home
"
6516,60,23,XAV9606592,10/7/2019 12:33,2.5,"home
"
6517,58,23,YZF0760640,10/7/2019 13:31,2.5,"home
"
6518,63,49,SLN6793941,10/7/2019 13:33,2.8,"home
"
6519,23,50,BZH0325228,10/7/2019 13:59,3.1,"home
"
6520,94,44,JZY3236210,10/7/2019 14:45,2.5,"home
"
6521,15,31,DYD8408471,10/7/2019 15:33,1.0,"away
"
6522,45,72,EOU6816573,10/7/2019 16:27,2.8,"home
"
6523,96,15,LCS7182888,10/7/2019 16:44,3.1,"home
"
6524,96,16,FEN9642497,10/7/2019 17:07,3.1,"home
"
6525,20,12,DBX0312492,10/7/2019 17:59,2.8,"home
"
6526,39,20,DUC2817547,10/7/2019 19:29,1.0,"home
"
6527,83,34,YVC6546084,10/7/2019 20:33,1.0,"home
"
6528,69,64,KHU7886467,10/7/2019 20:57,2.2,"away
"
6529,13,38,JEH5587461,10/7/2019 22:14,2.8,"home
"
6530,51,46,GHX5612793,10/7/2019 22:30,1.25,"home
"
6531,35,84,ZTU7411497,11/7/2019 01:46,2.8,"home
"
6532,43,10,GSA6575309,11/7/2019 02:20,13.0,"home
"
6533,62,43,IAC6106263,11/7/2019 03:32,1.0,"home
"
6534,4,23,SOO6849081,11/7/2019 05:35,1.0,"away
"
6535,51,52,CJY5206284,11/7/2019 06:28,1.25,"home
"
6536,56,36,KNE1860877,11/7/2019 06:42,2.2,"home
"
6537,69,35,WZS8062132,11/7/2019 08:38,1.5,"home
"
6538,12,5,MBI1261586,11/7/2019 08:40,1.0,"home
"
6539,12,5,MTY9093281,11/7/2019 09:38,1.0,"home
"
6540,82,21,COE6256245,11/7/2019 09:49,2.5,"home
"
6541,51,52,UXL9480334,11/7/2019 09:54,1.25,"home
"
6542,38,52,MHM6485202,11/7/2019 10:44,1.5,"home
"
6543,90,47,SNU3336857,11/7/2019 11:35,1.25,"away
"
6544,47,50,PCI7021081,11/7/2019 11:41,13.0,"home
"
6545,24,54,XQZ2928337,11/7/2019 13:57,3.1,"home
"
6546,62,39,DLO0270380,11/7/2019 14:25,1.0,"home
"
6547,36,74,KZH3416925,11/7/2019 14:37,2.0,"home
"
6548,97,50,RWQ1929184,11/7/2019 15:00,1.5,"away
"
6549,49,26,GRH2978402,11/7/2019 15:15,1.25,"home
"
6550,39,8,KWO2632506,11/7/2019 15:49,1.0,"home
"
6551,95,71,HRG6062958,11/7/2019 15:57,3.1,"home
"
6552,36,82,NOO5154884,11/7/2019 17:11,1.0,"home
"
6553,16,52,ALD3734931,11/7/2019 17:20,2.0,"home
"
6554,58,11,PLA3054104,11/7/2019 18:01,2.8,"away
"
6555,29,32,OKG7387040,11/7/2019 18:32,3.1,"home
"
